group,country,year,value,type,perc,unit
G7 and partners,Ireland,1991-01-01,0.3,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Ireland,1992-01-01,0.3,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Ireland,1993-01-01,0.3,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Ireland,1994-01-01,0.3,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Ireland,1995-01-01,0.3,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Ireland,1996-01-01,0.3,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Ireland,1997-01-01,0.3,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Ireland,1998-01-01,0.4,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Ireland,1999-01-01,0.3,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Ireland,2000-01-01,0.4,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Ireland,2001-01-01,0.1,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Italy,1991-01-01,25.1,Steel production,3.4,"tonnes (crude processing), million"
G7 and partners,Italy,1992-01-01,24.8,Steel production,3.4,"tonnes (crude processing), million"
G7 and partners,Italy,1993-01-01,25.7,Steel production,3.5,"tonnes (crude processing), million"
G7 and partners,Italy,1994-01-01,26.2,Steel production,3.6,"tonnes (crude processing), million"
G7 and partners,Italy,1995-01-01,27.8,Steel production,3.7,"tonnes (crude processing), million"
G7 and partners,Italy,1996-01-01,23.9,Steel production,3.2,"tonnes (crude processing), million"
G7 and partners,Italy,1997-01-01,25.8,Steel production,3.2,"tonnes (crude processing), million"
G7 and partners,Italy,1998-01-01,25.7,Steel production,3.3,"tonnes (crude processing), million"
G7 and partners,Italy,1999-01-01,24.7,Steel production,3.2,"tonnes (crude processing), million"
G7 and partners,Italy,2000-01-01,26.8,Steel production,3.1,"tonnes (crude processing), million"
G7 and partners,Italy,2001-01-01,26.5,Steel production,3.1,"tonnes (crude processing), million"
G7 and partners,Italy,2002-01-01,26.3,Steel production,2.9,"tonnes (crude processing), million"
G7 and partners,Italy,2003-01-01,27.1,Steel production,2.8,"tonnes (crude processing), million"
G7 and partners,Italy,2004-01-01,28.6,Steel production,2.7,"tonnes (crude processing), million"
G7 and partners,Italy,2005-01-01,29.3,Steel production,2.6,"tonnes (crude processing), million"
G7 and partners,Italy,2006-01-01,31.6,Steel production,2.5,"tonnes (crude processing), million"
G7 and partners,Italy,2007-01-01,31.5,Steel production,2.3,"tonnes (crude processing), million"
G7 and partners,Italy,2008-01-01,30.6,Steel production,2.3,"tonnes (crude processing), million"
G7 and partners,Italy,2009-01-01,19.8,Steel production,1.6,"tonnes (crude processing), million"
G7 and partners,Italy,2010-01-01,25.8,Steel production,1.8,"tonnes (crude processing), million"
G7 and partners,Italy,2011-01-01,28.7,Steel production,1.9,"tonnes (crude processing), million"
G7 and partners,Italy,2012-01-01,27.3,Steel production,1.8,"tonnes (crude processing), million"
G7 and partners,Italy,2013-01-01,24.1,Steel production,1.5,"tonnes (crude processing), million"
G7 and partners,Italy,2014-01-01,23.7,Steel production,1.4,"tonnes (crude processing), million"
G7 and partners,Italy,2015-01-01,22,Steel production,1.4,"tonnes (crude processing), million"
G7 and partners,Italy,2016-01-01,23.3,Steel production,1.4,"tonnes (crude processing), million"
G7 and partners,Italy,2017-01-01,24,Steel production,1.4,"tonnes (crude processing), million"
G7 and partners,Italy,2018-01-01,24.5,Steel production,1.3,"tonnes (crude processing), million"
G7 and partners,Italy,2019-01-01,23.2,Steel production,1.2,"tonnes (crude processing), million"
G7 and partners,Italy,2020-01-01,20,Steel production,1.1,"tonnes (crude processing), million"
G7 and partners,Italy,2021-01-01,24,Steel production,1.2,"tonnes (crude processing), million"
G7 and partners,Italy,2022-01-01,22,Steel production,1.2,"tonnes (crude processing), million"
G7 and partners,Italy,2023-01-01,20,Steel production,1.1,"tonnes (crude processing), million"
G7 and partners,Japan,1991-01-01,109.6,Steel production,14.9,"tonnes (crude processing), million"
G7 and partners,Japan,1992-01-01,98.1,Steel production,13.6,"tonnes (crude processing), million"
G7 and partners,Japan,1993-01-01,99.6,Steel production,13.6,"tonnes (crude processing), million"
G7 and partners,Japan,1994-01-01,98.3,Steel production,13.5,"tonnes (crude processing), million"
G7 and partners,Japan,1995-01-01,101.6,Steel production,13.5,"tonnes (crude processing), million"
G7 and partners,Japan,1996-01-01,98.8,Steel production,13.2,"tonnes (crude processing), million"
G7 and partners,Japan,1997-01-01,104.5,Steel production,13.1,"tonnes (crude processing), million"
G7 and partners,Japan,1998-01-01,93.5,Steel production,12.1,"tonnes (crude processing), million"
G7 and partners,Japan,1999-01-01,94.2,Steel production,12,"tonnes (crude processing), million"
G7 and partners,Japan,2000-01-01,106.4,Steel production,12.5,"tonnes (crude processing), million"
G7 and partners,Japan,2001-01-01,102.9,Steel production,12.1,"tonnes (crude processing), million"
G7 and partners,Japan,2002-01-01,107.7,Steel production,11.9,"tonnes (crude processing), million"
G7 and partners,Japan,2003-01-01,110.5,Steel production,11.3,"tonnes (crude processing), million"
G7 and partners,Japan,2004-01-01,112.7,Steel production,10.6,"tonnes (crude processing), million"
G7 and partners,Japan,2005-01-01,112.5,Steel production,9.9,"tonnes (crude processing), million"
G7 and partners,Japan,2006-01-01,116.2,Steel production,9.3,"tonnes (crude processing), million"
G7 and partners,Japan,2007-01-01,120.2,Steel production,8.9,"tonnes (crude processing), million"
G7 and partners,Japan,2008-01-01,118.7,Steel production,8.9,"tonnes (crude processing), million"
G7 and partners,Japan,2009-01-01,87.5,Steel production,7.1,"tonnes (crude processing), million"
G7 and partners,Japan,2010-01-01,109.6,Steel production,7.7,"tonnes (crude processing), million"
G7 and partners,Japan,2011-01-01,107.6,Steel production,7.1,"tonnes (crude processing), million"
G7 and partners,Japan,2012-01-01,107.2,Steel production,7.1,"tonnes (crude processing), million"
G7 and partners,Japan,2013-01-01,110.6,Steel production,6.8,"tonnes (crude processing), million"
G7 and partners,Japan,2014-01-01,110.7,Steel production,6.6,"tonnes (crude processing), million"
G7 and partners,Japan,2015-01-01,105.1,Steel production,6.5,"tonnes (crude processing), million"
G7 and partners,Japan,2016-01-01,104.8,Steel production,6.4,"tonnes (crude processing), million"
G7 and partners,Japan,2017-01-01,104.7,Steel production,6,"tonnes (crude processing), million"
G7 and partners,Japan,2018-01-01,104.3,Steel production,5.7,"tonnes (crude processing), million"
G7 and partners,Japan,2019-01-01,99.3,Steel production,5.3,"tonnes (crude processing), million"
G7 and partners,Japan,2020-01-01,83,Steel production,4.6,"tonnes (crude processing), million"
G7 and partners,Japan,2021-01-01,96,Steel production,4.9,"tonnes (crude processing), million"
G7 and partners,Japan,2022-01-01,89,Steel production,4.7,"tonnes (crude processing), million"
G7 and partners,Japan,2023-01-01,87,Steel production,4.6,"tonnes (crude processing), million"
G7 and partners,Lithuania,1993-01-01,0,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Lithuania,1994-01-01,0,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Luxembourg,1991-01-01,3.4,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Luxembourg,1992-01-01,3.1,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Luxembourg,1993-01-01,3.3,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Luxembourg,1994-01-01,3.1,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Luxembourg,1995-01-01,2.6,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Luxembourg,1996-01-01,2.5,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Luxembourg,1997-01-01,2.6,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Luxembourg,1998-01-01,2.5,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Luxembourg,1999-01-01,2.6,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2000-01-01,2.6,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2001-01-01,2.7,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2002-01-01,2.7,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2003-01-01,2.7,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2004-01-01,2.7,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2005-01-01,2.2,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2006-01-01,2.8,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2007-01-01,2.9,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2008-01-01,2.6,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2009-01-01,2.1,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2010-01-01,2.5,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2011-01-01,2.5,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2012-01-01,2.2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2013-01-01,2.1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2014-01-01,2.2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2015-01-01,2.1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2016-01-01,2.2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2017-01-01,2.2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2018-01-01,2.2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2019-01-01,2.1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2020-01-01,1.9,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2021-01-01,2.1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Luxembourg,2022-01-01,1.9,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Netherlands,1991-01-01,5.2,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Netherlands,1992-01-01,5.4,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Netherlands,1993-01-01,6,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Netherlands,1994-01-01,6.2,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Netherlands,1995-01-01,6.4,Steel production,0.9,"tonnes (crude processing), million"
G7 and partners,Netherlands,1996-01-01,6.3,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Netherlands,1997-01-01,6.6,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Netherlands,1998-01-01,6.2,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Netherlands,1999-01-01,5.9,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Netherlands,2000-01-01,5.5,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Netherlands,2001-01-01,5.9,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Netherlands,2002-01-01,6.1,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Netherlands,2003-01-01,6.6,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Netherlands,2004-01-01,6.8,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Netherlands,2005-01-01,6.9,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Netherlands,2006-01-01,6.4,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Netherlands,2007-01-01,7.4,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Netherlands,2008-01-01,6.9,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Netherlands,2009-01-01,5.2,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Netherlands,2010-01-01,6.7,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Netherlands,2011-01-01,6.9,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Netherlands,2012-01-01,6.9,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Netherlands,2013-01-01,6.7,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Netherlands,2014-01-01,7,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Netherlands,2015-01-01,7,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Netherlands,2016-01-01,6.9,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Netherlands,2017-01-01,6.8,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Netherlands,2018-01-01,6.8,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Netherlands,2019-01-01,6.7,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Netherlands,2020-01-01,6.1,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Netherlands,2021-01-01,6.6,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Netherlands,2022-01-01,6.1,Steel production,0.3,"tonnes (crude processing), million"
Anti-Western axis,North Korea,1991-01-01,7,Steel production,0.9,"tonnes (crude processing), million"
Anti-Western axis,North Korea,1992-01-01,4,Steel production,0.6,"tonnes (crude processing), million"
Anti-Western axis,North Korea,1993-01-01,3.5,Steel production,0.5,"tonnes (crude processing), million"
Anti-Western axis,North Korea,1994-01-01,1.6,Steel production,0.2,"tonnes (crude processing), million"
Anti-Western axis,North Korea,1995-01-01,0.6,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,1996-01-01,0.6,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,1997-01-01,0.6,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,1998-01-01,0.3,Steel production,0,"tonnes (crude processing), million"
Anti-Western axis,North Korea,1999-01-01,0.3,Steel production,0,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2000-01-01,0.3,Steel production,0,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2001-01-01,0.3,Steel production,0,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2002-01-01,0.3,Steel production,0,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2003-01-01,1.4,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2004-01-01,1.4,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2005-01-01,1.4,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2006-01-01,1.4,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2007-01-01,1.4,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2008-01-01,1.3,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2009-01-01,1.3,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2010-01-01,1.3,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2011-01-01,1.3,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2012-01-01,1.3,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2013-01-01,1.2,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2014-01-01,1.2,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2015-01-01,1.2,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2016-01-01,1.2,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2017-01-01,1.1,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2018-01-01,0.8,Steel production,0,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2019-01-01,0.8,Steel production,0,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2020-01-01,0.7,Steel production,0,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2021-01-01,0.7,Steel production,0,"tonnes (crude processing), million"
Anti-Western axis,North Korea,2022-01-01,2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Poland,1991-01-01,10.4,Steel production,1.4,"tonnes (crude processing), million"
G7 and partners,Poland,1992-01-01,9.9,Steel production,1.4,"tonnes (crude processing), million"
G7 and partners,Poland,1993-01-01,9.9,Steel production,1.4,"tonnes (crude processing), million"
G7 and partners,Poland,1994-01-01,11.1,Steel production,1.5,"tonnes (crude processing), million"
G7 and partners,Poland,1995-01-01,11.9,Steel production,1.6,"tonnes (crude processing), million"
G7 and partners,Poland,1996-01-01,10.4,Steel production,1.4,"tonnes (crude processing), million"
G7 and partners,Poland,1997-01-01,11.6,Steel production,1.5,"tonnes (crude processing), million"
G7 and partners,Poland,1998-01-01,9.9,Steel production,1.3,"tonnes (crude processing), million"
G7 and partners,Poland,1999-01-01,8.9,Steel production,1.1,"tonnes (crude processing), million"
G7 and partners,Poland,2000-01-01,10.5,Steel production,1.2,"tonnes (crude processing), million"
G7 and partners,Poland,2001-01-01,8.8,Steel production,1,"tonnes (crude processing), million"
G7 and partners,Poland,2002-01-01,8.4,Steel production,0.9,"tonnes (crude processing), million"
G7 and partners,Poland,2003-01-01,9.1,Steel production,0.9,"tonnes (crude processing), million"
G7 and partners,Poland,2004-01-01,10.6,Steel production,1,"tonnes (crude processing), million"
G7 and partners,Poland,2005-01-01,8.3,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Poland,2006-01-01,10,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Poland,2007-01-01,10.6,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Poland,2008-01-01,9.7,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Poland,2009-01-01,7.1,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Poland,2010-01-01,8,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Poland,2011-01-01,8.8,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Poland,2012-01-01,8.5,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Poland,2013-01-01,8.2,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Poland,2014-01-01,8.8,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Poland,2015-01-01,9.3,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Poland,2016-01-01,9.2,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Poland,2017-01-01,10.5,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Poland,2018-01-01,10.3,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Poland,2019-01-01,9.1,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Poland,2020-01-01,7.9,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Poland,2021-01-01,8.6,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Poland,2022-01-01,7.5,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Portugal,1991-01-01,0.5,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,1992-01-01,0.8,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,1993-01-01,0.8,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,1994-01-01,0.7,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,1995-01-01,0.8,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,1996-01-01,0.9,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,1997-01-01,0.9,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,1998-01-01,0.9,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,1999-01-01,1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2000-01-01,1.1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2001-01-01,0.7,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2002-01-01,0.9,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2003-01-01,1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2004-01-01,1.4,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2005-01-01,1.3,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2006-01-01,1.3,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2007-01-01,1.8,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2008-01-01,1.6,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2009-01-01,1.6,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2010-01-01,1.5,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2011-01-01,1.9,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2012-01-01,2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2013-01-01,2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2014-01-01,2.1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2015-01-01,2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2016-01-01,2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2017-01-01,2.1,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2018-01-01,2.2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2019-01-01,2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2020-01-01,2.2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2021-01-01,2,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Portugal,2022-01-01,1.9,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Romania,1991-01-01,7.1,Steel production,1,"tonnes (crude processing), million"
G7 and partners,Romania,1992-01-01,5.4,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Romania,1993-01-01,5.4,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Romania,1994-01-01,5.8,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Romania,1995-01-01,6.6,Steel production,0.9,"tonnes (crude processing), million"
G7 and partners,Romania,1996-01-01,6.1,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Romania,1997-01-01,6.7,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Romania,1998-01-01,6.3,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Romania,1999-01-01,4.4,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Romania,2000-01-01,4.7,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Romania,2001-01-01,4.9,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Romania,2002-01-01,5.5,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Romania,2003-01-01,5.7,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Romania,2004-01-01,6.1,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Romania,2005-01-01,6.3,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Romania,2006-01-01,6.3,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Romania,2007-01-01,6.3,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Romania,2008-01-01,5,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Romania,2009-01-01,2.8,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Romania,2010-01-01,3.7,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Romania,2011-01-01,3.8,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Romania,2012-01-01,3.3,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Romania,2013-01-01,3.1,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Romania,2014-01-01,3.2,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Romania,2015-01-01,3.4,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Romania,2016-01-01,3.4,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Romania,2017-01-01,3.4,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Romania,2018-01-01,3.5,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Romania,2019-01-01,3.4,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Romania,2020-01-01,2.8,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Romania,2021-01-01,3.4,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Romania,2022-01-01,2.6,Steel production,0.1,"tonnes (crude processing), million"
Anti-Western axis,Russia,1992-01-01,67,Steel production,9.3,"tonnes (crude processing), million"
Anti-Western axis,Russia,1993-01-01,58.3,Steel production,8,"tonnes (crude processing), million"
Anti-Western axis,Russia,1994-01-01,48.8,Steel production,6.7,"tonnes (crude processing), million"
Anti-Western axis,Russia,1995-01-01,51.6,Steel production,6.9,"tonnes (crude processing), million"
Anti-Western axis,Russia,1996-01-01,49.3,Steel production,6.6,"tonnes (crude processing), million"
Anti-Western axis,Russia,1997-01-01,48.5,Steel production,6.1,"tonnes (crude processing), million"
Anti-Western axis,Russia,1998-01-01,43.7,Steel production,5.7,"tonnes (crude processing), million"
Anti-Western axis,Russia,1999-01-01,51.5,Steel production,6.6,"tonnes (crude processing), million"
Anti-Western axis,Russia,2000-01-01,59.1,Steel production,7,"tonnes (crude processing), million"
Anti-Western axis,Russia,2001-01-01,59,Steel production,6.9,"tonnes (crude processing), million"
Anti-Western axis,Russia,2002-01-01,59.9,Steel production,6.6,"tonnes (crude processing), million"
Anti-Western axis,Russia,2003-01-01,62.8,Steel production,6.5,"tonnes (crude processing), million"
Anti-Western axis,Russia,2004-01-01,65.6,Steel production,6.2,"tonnes (crude processing), million"
Anti-Western axis,Russia,2005-01-01,66.3,Steel production,5.8,"tonnes (crude processing), million"
Anti-Western axis,Russia,2006-01-01,70.8,Steel production,5.7,"tonnes (crude processing), million"
Anti-Western axis,Russia,2007-01-01,72.4,Steel production,5.4,"tonnes (crude processing), million"
Anti-Western axis,Russia,2008-01-01,68.7,Steel production,5.2,"tonnes (crude processing), million"
Anti-Western axis,Russia,2009-01-01,59.2,Steel production,4.8,"tonnes (crude processing), million"
Anti-Western axis,Russia,2010-01-01,66.3,Steel production,4.6,"tonnes (crude processing), million"
Anti-Western axis,Russia,2011-01-01,68.4,Steel production,4.5,"tonnes (crude processing), million"
Anti-Western axis,Russia,2012-01-01,70.4,Steel production,4.6,"tonnes (crude processing), million"
Anti-Western axis,Russia,2013-01-01,68.8,Steel production,4.2,"tonnes (crude processing), million"
Anti-Western axis,Russia,2014-01-01,70.3,Steel production,4.2,"tonnes (crude processing), million"
Anti-Western axis,Russia,2015-01-01,69.4,Steel production,4.3,"tonnes (crude processing), million"
Anti-Western axis,Russia,2016-01-01,69.6,Steel production,4.3,"tonnes (crude processing), million"
Anti-Western axis,Russia,2017-01-01,73,Steel production,4.2,"tonnes (crude processing), million"
Anti-Western axis,Russia,2018-01-01,74.1,Steel production,4.1,"tonnes (crude processing), million"
Anti-Western axis,Russia,2019-01-01,73.7,Steel production,3.9,"tonnes (crude processing), million"
Anti-Western axis,Russia,2020-01-01,72,Steel production,4,"tonnes (crude processing), million"
Anti-Western axis,Russia,2021-01-01,76,Steel production,3.9,"tonnes (crude processing), million"
Anti-Western axis,Russia,2022-01-01,72,Steel production,3.8,"tonnes (crude processing), million"
Anti-Western axis,Russia,2023-01-01,75,Steel production,3.9,"tonnes (crude processing), million"
G7 and partners,Slovakia,1992-01-01,0,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovakia,1993-01-01,3.9,Steel production,0.5,"tonnes (crude processing), million"
